"taxon_name","Mass_g","activity_nocturnal","diet","diet_carnivore","diet_granivore","diet_herbivore","diet_inflorescence","diet_invertivore","diet_omnivore","dispersal_HWI","dominant_pyrome","litter_size_n","nest_branch","nest_burrow","nest_cave","nest_ground","nest_hollows","nesting","pyrome_breadth","stratum","stratum_aerial","stratum_arboreal_insessorial","stratum_terrestrial","max_longevity_d","activity_cathemeral","activity_crepuscular","activity_diurnal","dispersal_km","home_range_km2","litters_per_year_n","n_offspring_year","stratum_CWD","stratum_aquatic","stratum_fossorial","stratum_grass_hummock","stratum_saxicolous","hibernation_torpor","volant","COMMON_NAME","TaxaGroup","TAXON_ID","TAXON_TYPE"
"Acanthagenys rufogularis","47.8","0","omnivore","0","0","0","0","0","1","23.2","1",2.3,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.3,NA,"0","0",NA,"0","0","1","Spiny-cheeked Honeyeater","Birds",10640,"Passerine birds"
"Acanthiza apicalis","7.6","0","invertivore","0","0","0","0","1","0","14.2","14",NA,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","1","Inland Thornbill","Birds",10476,"Passerine birds"
"Acanthiza chrysorrhoa","9.3","0","invertivore","0","0","0","0","1","0","15.6","1",3.5,"1","0","0","0","0","branch","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Yellow-rumped Thornbill","Birds",10486,"Passerine birds"
"Acanthiza iredalei hedleyi","6","0","invertivore","0","0","0","0","1","0","15.3","1",3,"1","0","0","0","0","branch","6","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Slender-billed Thornbill","Birds",10482,"Passerine birds"
"Acanthiza lineata","6.9","0","invertivore","0","0","0","0","1","0","19.1","4",3,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Striated Thornbill","Birds",10470,"Passerine birds"
"Acanthiza nana","6.2","0","invertivore","0","0","0","0","1","0","17.8","1",3,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Yellow Thornbill","Birds",10471,"Passerine birds"
"Acanthiza pusilla","7.6","0","invertivore","0","0","0","0","1","0","14.6","1",2.7,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.7,NA,"0","0",NA,"0","0","1","Brown Thornbill","Birds",10475,"Passerine birds"
"Acanthiza reguloides","7.7","0","invertivore","0","0","0","0","1","0","14","1",3.7,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3.7,NA,"0","0",NA,"0","0","1","Buff-rumped Thornbill","Birds",10484,"Passerine birds"
"Acanthiza uropygialis","6.4","0","invertivore","0","0","0","0","1","0","15","3",3,"0","0","0","0","1","hollows","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Chestnut-rumped Thornbill","Birds",10481,"Passerine birds"
"Acanthorhynchus tenuirostris","10.4","0","inflorescence","0","0","0","1","0","0","20.6","4",2.1,"1","0","0","0","0","branch","7","insessorial","0","1","0",5110,NA,NA,NA,NA,NA,1,2.1,NA,"0","0",NA,"0","0","1","Eastern Spinebill","Birds",10591,"Passerine birds"
"Accipiter cirrhocephalus","165.7","0","carnivore","1","0","0","0","0","0","37.8","1",3.25,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,3.25,NA,"0","0",NA,"0","0","1","Collared Sparrowhawk","Birds",10222,"Other Non-passerine birds"
"Accipiter fasciatus","358.7","0","carnivore","1","0","0","0","0","0","38.3","1",3,"1","0","0","0","0","branch","8","generalist","0","0","0",NA,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Brown Goshawk","Birds",10221,"Other Non-passerine birds"
"Accipiter novaehollandiae","326.1","0","carnivore","1","0","0","0","0","0","28.9","1",2.725,NA,"0","0",NA,NA,NA,"7","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.725,NA,"0","0",NA,"0","0","1","Grey Goshawk","Birds",10220,"Other Non-passerine birds"
"Acritoscincus duperreyi","10.471285480509","0","carnivore","1","0","0","0","1","0",NA,"1",5.8,"0",NA,"0",NA,"0",NA,"5","terrestrial","0","0","1",2555,0,"0","1",0.05,0.02,1,5.8,"1","0","0","0","0","1","0","Eastern Three-lined Skink","Reptiles",12682,"Reptiles"
"Acritoscincus platynotus","10.471285480509","0","carnivore","1","0","0","0","1","0",NA,"4",5.5,"0",NA,"0",NA,"0",NA,"3","terrestrial","0","0","1",NA,0,"0","1",NA,NA,1,5.5,"1","0","0","0","0","1","0","Red-throated Skink","Reptiles",12464,"Reptiles"
"Acrobates pygmaeus","13","1","inflorescence","0","0","1","1","1","0",NA,"4",3,"0","0","0","0","1","hollows","7","arboreal","0","1","1",3212,0,"0","0",0.097,0.006,2,6,NA,"0","1",NA,NA,"1","1","Feathertail Glider","Mammals",11147,"Mammals"
"Acrocephalus stentoreus","24.2","0","invertivore","0","0","0","0","1","0","22.6","1",4.2,"0","0","0","1","0","ground","8","insessorial","0","1","0",3869,NA,NA,NA,NA,NA,1,4.2,NA,"0","0",NA,"0","0","1","Clamorous Reed Warbler","Birds",10524,"Passerine birds"
"Actitis hypoleucos","48","0","carnivore","1","0","0","0","0","0","48","1",4,"0","0","0","1","0","ground","7","terrestrial","0","0","1",5292.5,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Common Sandpiper","Birds",10157,"Waders"
"Aegotheles cristatus","42.8","1","invertivore","0","0","0","0","1","0","34.6","1",3.265,"0","0","0","0","1","hollows","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,3.265,NA,"0","0",NA,"0","0","1","Australian Owlet-nightjar","Birds",10317,"Other Non-passerine birds"
"Alcedo azurea","34.9","0","carnivore","1","0","0","0","0","0","24.9","1",5.6,"1","0","0","0","0","branch","5","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,5.6,NA,"0","0",NA,"0","0","1","Azure Kingfisher","Birds",10319,"Other Non-passerine birds"
"Alisterus scapularis","232.3","0","inflorescence","0","0","0","1","0","0","46.8","4",4.35,"0","0","0","0","1","hollows","5","insessorial","0","1","0",9709,NA,NA,NA,NA,NA,1,4.35,NA,"0","0",NA,"0","0","1","Australian King-Parrot","Birds",10281,"Other Non-passerine birds"
"Amphibolurus muricatus","66.0693448007596","0","carnivore","1","0","0","0","1","0",NA,"4",6,"0",NA,"0",NA,"0",NA,"5",NA,"0","1","1",1460,0,"0","1",0.2,0.2,4,24,"1","0","0","0","0","1","0","Tree Dragon","Reptiles",12194,"Reptiles"
"Amphibolurus nobbi","19.4984459975805","0","carnivore","1","0","0","0","1","0",NA,"1",6,"0",NA,"0",NA,"0",NA,"5",NA,"0","1","1",1168,0,"0","1",NA,NA,2,12,"1","0","0","0","1","1","0","Nobbi Dragon","Reptiles",19000,"Reptiles"
"Amphibolurus norrisi","54.9540873857625","0","omnivore","0","0","0","0","1","1",NA,"1",4.8,"0",NA,"0",NA,"0",NA,"7",NA,"0","1","1",2555,0,"0","1",0.2,0.2,2,9.6,"1","0","0","0","0","1","0","Norris's Dragon","Reptiles",12209,"Reptiles"
"Amytornis striatus striatus","19.6","0","omnivore","0","0","0","0","0","1","7.5","14",2.45,"1","0","0","0","0","branch","4","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2.45,NA,"0","0",NA,"0","0","1","Striated Grasswren","Birds",10513,"Passerine birds"
"Anas castanea","624","0","carnivore","1","0","0","0","0","0","45.5","1",9.5,"0","0","0","1","0","ground","8","aquatic","0","0","0",NA,NA,NA,NA,NA,NA,1,9.5,NA,"0","0",NA,"0","0","1","Chestnut Teal","Birds",10210,"Other Non-passerine birds"
"Anas gracilis","488.1","0","carnivore","1","0","0","0","0","0","47.3","1",8,"0","0","0","1","0","ground","8","aquatic","0","0","0",11570.5,NA,NA,NA,NA,NA,1,8,NA,"0","0",NA,"0","0","1","Grey Teal","Birds",10211,"Other Non-passerine birds"
"Anas superciliosa","882.8","0","herbivore","0","0","1","0","0","0","47.1","1",9.037037037,"0","0","0","1","0","ground","8","aquatic","0","0","0",NA,NA,NA,NA,NA,NA,1,9.037037037,NA,"0","0",NA,"0","0","1","Pacific Black Duck","Birds",10208,"Other Non-passerine birds"
"Anepischtos maccoyi","4.26579518801593","0","carnivore","1","0","0","0","1","0",NA,"4",3.6,"0",NA,"0",NA,"0",NA,"4",NA,"0","0","1",NA,1,"0","0",NA,NA,1,3.6,"1","0","1","0","0","1","0","McCoy's Skink","Reptiles",12444,"Reptiles"
"Anhinga novaehollandiae","1480.1","0","carnivore","1","0","0","0","0","0","43.5","1",4,"0","0","0","1","0","ground","8","aquatic","0","0","0",5840,NA,NA,NA,NA,NA,1,4,NA,"0","0",NA,"0","0","1","Darter","Birds",10101,"Other Non-passerine birds"
"Anseranas semipalmata","2393.4","0","omnivore","0","0","0","0","0","1","34.9","1",8,"0","0","0","1","0","ground","8","terrestrial","0","0","1",11680,NA,NA,NA,NA,NA,1,8,NA,"0","0",NA,"0","0","1","Magpie Goose","Birds",10199,"Other Non-passerine birds"
"Antechinus agilis","26.25","1","invertivore","1","0","1","0","1","0",NA,"4",7.5,"1","0","0","0","0","branch","4","terrestrial","0","0","1",1974.042,0,"0","0",0.143,NA,1,7.5,NA,"0","1",NA,NA,"1","0","Agile Antechinus","Mammals",11028,"Mammals"
"Antechinus flavipes","44.665","1","omnivore","1","0","0","0","1","1",NA,"3",10,"0","0","0","0","1","hollows","5","terrestrial","0","0","1",1423.5,0,"0","0",1.417,NA,1,10,NA,"0","1",NA,NA,"1","0","Yellow-footed Antechinus","Mammals",11027,"Mammals"
"Antechinus minimus maritimus","52.56","1","invertivore","1","0","0","0","1","0",NA,"1",7.19,"0","0","0","1","0","ground","2","terrestrial","0","0","1",730,0,"0","0",1.535,NA,1,7.19,NA,"0","1",NA,NA,"1","0","Swamp Antechinus","Mammals",11034,"Mammals"
"Antechinus swainsonii","58.69","1","invertivore","1","0","0","0","1","0",NA,"4",8.12,"0","0","0","1","0","ground","4","terrestrial","0","0","1",1213.625,0,"0","0",1.62,NA,1,8.12,NA,"0","1",NA,NA,"1","0","Dusky Antechinus","Mammals",11033,"Mammals"
"Anthochaera carunculata","106.1","0","inflorescence","0","0","0","1","0","0","25.6","1",2,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Red Wattlebird","Birds",10638,"Passerine birds"
"Anthochaera chrysoptera","67.8","0","inflorescence","0","0","0","1","0","0","19.8","1",2,"1","0","0","0","0","branch","8","insessorial","0","1","0",3710.83333455,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Little Wattlebird","Birds",10637,"Passerine birds"
"Anthochaera phrygia","40",NA,"omnivore","0","0","0","0","0","1","26.6","1",2.1,"1","0","0","0","0","branch","4","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,2.1,NA,"0","0",NA,"0","0","1","Regent Honeyeater","Birds",10603,"Passerine birds"
"Anthus novaeseelandiae","24.1","0","invertivore","0","0","0","0","1","0","22.6","1",3.85,"0","0","0","1","0","ground","8","terrestrial","0","0","1",1977.083333455,NA,NA,NA,NA,NA,2.5,9.625,NA,"0","0",NA,"0","0","1","Australasian Pipit","Birds",10647,"Passerine birds"
"Antigone rubicunda","6222.8",NA,"omnivore","0","0","0","0","0","1","40.7","3",NA,NA,"0","0",NA,NA,NA,"7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","1","Brolga","Birds",10177,"Other Non-passerine birds"
"Aphelocephala leucopsis","12.3","0","invertivore","0","0","0","0","1","0","19.9","3",3.35,"0","0","0","0","1","hollows","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.35,NA,"0","0",NA,"0","0","1","Southern Whiteface","Birds",10466,"Passerine birds"
"Aprasia aurita","6.76082975391982","0","carnivore","1","0","0","0","1","0",NA,"1",2,"0",NA,"0",NA,"0",NA,"3","fossorial","0","0","0",4183.32571428572,1,"0","0",0.05,0.02,1,2,"0","0","1","0","0","1","0","Mallee Worm-Lizard","Reptiles",12141,"Reptiles"
"Aprasia inaurita","7.76247116628692","0","carnivore","1","0","0","0","1","0",NA,"1",2,"0",NA,"0",NA,"0",NA,"5","fossorial","0","0","0",4183.32571428572,1,"0","0",0.05,0.02,1,2,"0","0","1","0","0","1","0","Pink-nosed Worm-Lizard","Reptiles",12143,"Reptiles"
"Aprasia parapulchella","8.91250938133745","0","carnivore","1","0","0","0","1","0",NA,"3",2,"0",NA,"0",NA,"0",NA,"2","fossorial","0","0","0",2922.24,0,"0","1",0.05,0.02,1,2,"0","0","1","0","0","1","0","Pink-tailed Worm-Lizard","Reptiles",12144,"Reptiles"
"Aprasia striolata","8.12830516164099","0","carnivore","1","0","0","0","1","0",NA,"3",2,"0",NA,"0",NA,"0",NA,"4","fossorial","0","0","0",730,1,"0","0",0.05,0.02,1,2,"0","0","1","0","0","1","0","Striped Worm-Lizard","Reptiles",12150,"Reptiles"
"Apus pacificus","39.4","0","invertivore","0","0","0","0","1","0","69.4","1",2,NA,"0","0",NA,NA,NA,"8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Fork-tailed Swift","Birds",10335,"Other Non-passerine birds"
"Aquila audax","3449.9","0","carnivore","1","0","0","0","0","0","39.6","1",2,"1","0","0","0","0","branch","8","generalist","0","0","0",14600,NA,NA,NA,NA,NA,2,4,NA,"0","0",NA,"0","0","1","Wedge-tailed Eagle","Birds",10224,"Other Non-passerine birds"
"Ardea alba modesta","871.3",NA,"carnivore","1","0","0","0","0","0","32.1","3",3.7,NA,"0","0",NA,NA,NA,"7","terrestrial","0","0","1",8334.41,NA,NA,NA,NA,NA,1.5,5.55,NA,"0","0",NA,"0","0","1","Eastern Great Egret","Birds",10187,"Other Non-passerine birds"
"Ardea ibis","366","0","omnivore","0","0","0","0","0","1","29.9","1",4.25,"0","0","0","1","0","ground","8","terrestrial","0","0","1",8395,NA,NA,NA,NA,NA,1,4.25,NA,"0","0",NA,"0","0","1","Cattle Egret","Birds",10977,"Other Non-passerine birds"
"Ardea intermedia plumifera","458.8",NA,"carnivore","1","0","0","0","0","0","32.7","3",NA,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0",NA,"0","0","1","Intermediate Egret","Birds",10186,"Other Non-passerine birds"
"Ardea pacifica","881","0","omnivore","0","0","0","0","0","1","40.8","1",3.5,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","White-necked Heron","Birds",10189,"Other Non-passerine birds"
"Ardeotis australis","4182.4","0","omnivore","0","0","0","0","0","1","44","1",1.555,"0","0","0","1","0","ground","6","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,1.555,NA,"0","0",NA,"0","0","1","Australian Bustard","Birds",10176,"Other Non-passerine birds"
"Arenaria interpres","136","0","carnivore","1","0","0","0","0","0","55.6","1",4,"0","0","0","1","0","ground","5","terrestrial","0","0","1",7817.08333455,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Ruddy Turnstone","Birds",10129,"Waders"
"Artamus cinereus","35.6","0","invertivore","0","0","0","0","1","0","37.7","3",3.5,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Black-faced Woodswallow","Birds",10546,"Passerine birds"
"Artamus cyanopterus","34.6","0","invertivore","0","0","0","0","1","0","45","1",3.5,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","Dusky Woodswallow","Birds",10547,"Passerine birds"
"Artamus leucorynchus","41.7","0","invertivore","0","0","0","0","1","0","44.8","3",3.5,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,3.5,NA,"0","0",NA,"0","0","1","White-breasted Woodswallow","Birds",10543,"Passerine birds"
"Artamus personatus","34.6","0","invertivore","0","0","0","0","1","0","43.4","1",2.7,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,2.7,NA,"0","0",NA,"0","0","1","Masked Woodswallow","Birds",10544,"Passerine birds"
"Artamus superciliosus","35.5","0","invertivore","0","0","0","0","1","0","43.8","1",2.4,"1","0","0","0","0","branch","8","aerial","1","0","0",NA,NA,NA,NA,NA,NA,1,2.4,NA,"0","0",NA,"0","0","1","White-browed Woodswallow","Birds",10545,"Passerine birds"
"Austrelaps ramsayi","316.227766016838","0","carnivore","1","0","0","0","0","0",NA,"4",17,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",5475,1,"0","0",2,5,0.67,11.39,"0","0","0","0","0","1","0","Highland Copperhead","Reptiles",12972,"Reptiles"
"Austrelaps superbus","501.187233627272","0","carnivore","1","0","0","0","0","0",NA,"1",16.5,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",4745,1,"0","0",2,5,0.85,14.025,"1","0","0","0","0","1","0","Lowland Copperhead","Reptiles",12973,"Reptiles"
"Aythya australis","869.4","0","carnivore","1","0","0","0","0","0","47","3",11,"0","0","0","1","0","ground","8","aquatic","0","0","0",NA,NA,NA,NA,NA,NA,1,11,NA,"0","0",NA,"0","0","1","Hardhead","Birds",10215,"Other Non-passerine birds"
"Biziura lobata","1928.5","0","carnivore","1","0","0","0","0","0","40","1",2.799843628,"0","0","0","1","0","ground","7","aquatic","0","0","0",NA,NA,NA,NA,NA,NA,1,2.799843628,NA,"0","0",NA,"0","0","1","Musk Duck","Birds",10217,"Other Non-passerine birds"
"Botaurus poiciloptilus","1083.7","0","omnivore","0","0","0","0","0","1","30.3","1",4.75,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4.75,NA,"0","0",NA,"0","0","1","Australasian Bittern","Birds",10197,"Other Non-passerine birds"
"Burhinus grallarius","648.1","0","invertivore","0","0","0","0","1","0","44.4","3",2,"0","0","0","1","0","ground","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Bush Stone-curlew","Birds",10174,"Other Non-passerine birds"
"Burramys parvus","44.3","1","omnivore","0","0","1","0","1","1",NA,"4",3.55,"0","1","0","0","0","burrow","1","arboreal","0","1","1",4380,0,"0","0",0.191,NA,1,3.55,NA,"0","1",NA,NA,"1","0","Mountain Pygmy-possum","Mammals",11156,"Mammals"
"Butorides striatus","201.5","0","carnivore","1","0","0","0","0","0","29.8","4",3,"0","0","0","1","0","ground","2","terrestrial","0","0","1",2889.583333455,NA,NA,NA,NA,NA,1,3,NA,"0","0",NA,"0","0","1","Striated Heron","Birds",10193,"Other Non-passerine birds"
"Cacatua galerita","720.4","0","omnivore","0","0","0","0","0","1","25.9","1",2.5,"0","0","0","0","1","hollows","8","insessorial","0","1","0",43800,NA,NA,NA,NA,NA,1,2.5,NA,"0","0",NA,"0","0","1","Sulphur-crested Cockatoo","Birds",10269,"Other Non-passerine birds"
"Cacatua sanguinea","523.7","0","granivore","0","1","0","0","0","0","37.4","1",2.6,"0","0","0","0","1","hollows","8","terrestrial","0","0","1",17118.5,NA,NA,NA,NA,NA,1,2.6,NA,"0","0",NA,"0","0","1","Little Corella","Birds",10271,"Other Non-passerine birds"
"Cacatua tenuirostris","566.6","0","granivore","0","1","0","0","0","0","43.6","1",2.7,"0","0","0","0","1","hollows","8","terrestrial","0","0","1",15695,NA,NA,NA,NA,NA,1,2.7,NA,"0","0",NA,"0","0","1","Long-billed Corella","Birds",10272,"Other Non-passerine birds"
"Cacomantis flabelliformis","49.8","0","invertivore","0","0","0","0","1","0","43.2","1",1,"1","0","0","0","0","branch","8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Fan-tailed Cuckoo","Birds",10338,"Other Non-passerine birds"
"Cacomantis pallidus","87.7",NA,"invertivore","0","0","0","0","1","0","49.6","1",1,NA,"0","0",NA,NA,NA,"8","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Pallid Cuckoo","Birds",10337,"Other Non-passerine birds"
"Cacomantis variolosus","35.8","0","invertivore","0","0","0","0","1","0","38.3","4",1,"1","0","0","0","0","branch","7","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Brush Cuckoo","Birds",10339,"Other Non-passerine birds"
"Calamanthus campestris","13.9","0","invertivore","0","0","0","0","1","0","7.3","1",3.25,"1","0","0","0","0","branch","7","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.25,NA,"0","0",NA,"0","0","1","Rufous Fieldwren","Birds",10502,"Passerine birds"
"Calamanthus cautus","15.2",NA,"invertivore","0","0","0","0","1","0","10.8","1",2.7,"1","0","0","0","0","branch","6","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2.7,NA,"0","0",NA,"0","0","1","Shy Heathwren","Birds",10499,"Passerine birds"
"Calamanthus fuliginosus","20.8","0","invertivore","0","0","0","0","1","0","10.7","1",3.25,"1","0","0","0","0","branch","5","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,3.25,NA,"0","0",NA,"0","0","1","Striated Fieldwren","Birds",10500,"Passerine birds"
"Calamanthus pyrrhopygius","16.8",NA,"invertivore","0","0","0","0","1","0","8.9","1",2.45,"1","0","0","0","0","branch","5","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,2.45,NA,"0","0",NA,"0","0","1","Chestnut-rumped Heathwren","Birds",10498,"Passerine birds"
"Calidris acuminata","66.1","0","carnivore","1","0","0","0","0","0","54.5","3",4,"0","0","0","1","0","ground","8","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Sharp-tailed Sandpiper","Birds",10163,"Waders"
"Calidris alba","51.7","0","carnivore","1","0","0","0","0","0","52.3","1",4,"0","0","0","1","0","ground","3","terrestrial","0","0","1",6782.91666545,NA,NA,NA,NA,NA,1.5,6,NA,"1","0",NA,"0","0","1","Sanderling","Birds",10166,"Waders"
"Calidris canutus","141.9","0","carnivore","1","0","0","0","0","0","57.9","1",3.935,"0","0","0","1","0","ground","7","terrestrial","0","0","1",9733.33333455,NA,NA,NA,NA,NA,1,3.935,NA,"1","0",NA,"0","0","1","Red Knot","Birds",10164,"Waders"
"Calidris ferruginea","58.1","0","carnivore","1","0","0","0","0","0","54.9","1",4,"0","0","0","1","0","ground","7","terrestrial","0","0","1",7190.5,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Curlew Sandpiper","Birds",10161,"Waders"
"Calidris melanotos","79.7","0","carnivore","1","0","0","0","0","0","53.4","1",4,"0","0","0","1","0","ground","5","terrestrial","0","0","1",2159.583333455,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Pectoral Sandpiper","Birds",10978,"Waders"
"Calidris ruficollis","26.8","0","carnivore","1","0","0","0","0","0","54.5","1",4,"0","0","0","1","0","ground","7","terrestrial","0","0","1",1855.416666545,NA,NA,NA,NA,NA,1.5,6,NA,"1","0",NA,"0","0","1","Red-necked Stint","Birds",10162,"Waders"
"Calidris subminuta","30.2","0","carnivore","1","0","0","0","0","0","49.4","1",4,"0","0","0","1","0","ground","6","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Long-toed Stint","Birds",10965,"Waders"
"Calidris tenuirostris","192","0","carnivore","1","0","0","0","0","0","57.3","1",4,"0","0","0","1","0","ground","6","terrestrial","0","0","1",NA,NA,NA,NA,NA,NA,1,4,NA,"1","0",NA,"0","0","1","Great Knot","Birds",10165,"Waders"
"Callocephalon fimbriatum","256","0","omnivore","0","0","0","0","0","1","37.6","4",2,"0","0","0","0","1","hollows","5","insessorial","0","1","0",10037.5,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Gang-gang Cockatoo","Birds",10268,"Other Non-passerine birds"
"Calyptorhynchus banksii graptogyne","721.9","0","granivore","0","1","0","0","0","0","44.9","1",1,"0","0","0","0","1","hollows","4","insessorial","0","1","0",16571,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Red-tailed Black-Cockatoo","Birds",10264,"Other Non-passerine birds"
"Calyptorhynchus funereus","674.7","0","granivore","0","1","0","0","0","0","42.7","1",2,"0","0","0","0","1","hollows","5","insessorial","0","1","0",14965,NA,NA,NA,NA,NA,1,2,NA,"0","0",NA,"0","0","1","Yellow-tailed Black-Cockatoo","Birds",10267,"Other Non-passerine birds"
"Calyptorhynchus lathami","437","0","granivore","0","1","0","0","0","0","45.8","4",1,NA,"0","0",NA,NA,NA,"2","insessorial","0","1","0",NA,NA,NA,NA,NA,NA,1,1,NA,"0","0",NA,"0","0","1","Glossy Black-Cockatoo","Birds",10265,"Other Non-passerine birds"
"Carlia tetradactyla","5.24807460249773","0","carnivore","1","0","0","0","1","0",NA,"3",2,"0",NA,"0",NA,"0",NA,"4","terrestrial","0","0","1",1461.12,0,"0","1",0.05,0.02,2,4,"1","0","0","0","0","1","0","Southern Rainbow Skink","Reptiles",12318,"Reptiles"
"Cercartetus concinnus minor","40","1","inflorescence","1","0","1","1","1","0",NA,"1",4.3,"1","0","0","0","0","branch","7","arboreal","0","1","1",3765.583,0,"0","0",0.18,NA,1.5,6.45,NA,"0","1",NA,NA,"1","0","Western Pygmy-possum","Mammals",11151,"Mammals"
"Cercartetus lepidus","10.015","1","omnivore","1","0","1","0","1","1",NA,"1",3.665,"0","0","0","1","0","ground","7","arboreal","0","1","1",2702.07,0,"0","0",0.084,NA,1.55,5.68075,NA,"0","1",NA,NA,"1","0","Little Pygmy-possum","Mammals",11152,"Mammals"
"Cercartetus nanus","60","1","omnivore","1","0","1","0","1","1",NA,"4",3.98,"0","0","0","0","1","hollows","4","arboreal","0","1","1",3765.583,0,"0","0",0.226,0.006,2,7.96,NA,"0","1",NA,NA,"1","0","Eastern Pygmy-possum","Mammals",11150,"Mammals"
"Cereopsis novaehollandiae","3560","0","herbivore","0","0","1","0","0","0","33.4","1",4.24,"0","0","0","1","0","ground","7","terrestrial","0","0","1",10256.5,NA,NA,NA,NA,NA,1,4.24,NA,"0","0",NA,"0","0","1","Cape Barren Goose","Birds",10198,"Other Non-passerine birds"
"Chalinolobus gouldii","15.87","1","invertivore","0","0","0","0","1","0",NA,"1",1.705,"0","0","0","0","1","hollows","8","aerial","1","0","0",2761.833,0,"0","0",NA,NA,0.75,1.27875,NA,"0","1",NA,NA,"1","1","Gould's Wattled Bat","Mammals",11349,"Bats"
"Chalinolobus morio","8.91","1","invertivore","0","0","0","0","1","0",NA,"1",1.19,"0","0","0","0","1","hollows","8","aerial","1","0","0",3125.543,0,"0","0",NA,NA,1,1.19,NA,"0","1",NA,NA,"1","1","Chocolate Wattled Bat","Mammals",11351,"Bats"
"Charadrius bicinctus","59.4","0","carnivore","1","0","0","0","0","0","54.1","1",3,"0","0","0","1","0","ground","7","terrestrial","0","0","1",2615.833333455,NA,NA,NA,NA,NA,1,3,NA,"1","0",NA,"0","0","1","Double-banded Plover","Birds",10140,"Waders"
