Species,Order,Suborder,Family,Genus,Description author/s,Description year,Subspecies,Main biogeographic region,Microhabitat,Habitat type,Minimal elevation (m),Maximum elevation (m),Mean Annual Temperature (°C),Temperature Seasonality (standard deviation*100),Seasonality Precipitation (coefficient of variation × 100),Insular/endemic (yes or no),Venomous (yes or no),Diet,Diet: comments,Active time,Dorsal colour,Dorsal pattern,Foraging mode,Pupil Shape,Fangs,Maximum Longevity (years),Maximum body mass (g),"Maximum total length (""TL"", mm)","Maximum length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum female length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum male length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)","Maximum juvenile length (""SVL"", mm)/straight carapace length for turtles (""SCL"", mm)",Hatchling/neonate mass (g),Reproductive mode,Sex-determining mechanism (GSD or TSD),Mean number of offspring per litter or number of eggs per clutch,Smallest clutch size,Largest clutch size,Number of litters or clutches produced per year,Egg length (mm),Egg width (mm),Mean Tb,Minimum Tb,Maximum Tb,Genetic data (yes or not),IUCN redlist assessment,IUCN population trend
Chamaeleo calyptratus,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Duméril & Duméril,1851,"Chamaeleo calyptratus calyptratus DUMÉRIL & BIBRON 1851
Chamaeleo calyptratus calcarifer PETERS 1871",Saharo-Sindian,Arboreal,Grassland/Shrubland,10,2850,22.39,3078.6,29.027891,No,No,Omnivorous,"Omnivorous: vertebrates, invertebratesAnd plants (Rogner 1997a -Also LeBerre etAl. 2000, Necas 1999, Tilbury 2010)",Diurnal,NA,NA,NA,NA,non-fanged,10,239.88329189999999,NA,239,180,NA,25,NA,oviparous,GSD (XX/XY),35,11,95,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Chamaeleo chamaeleon,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Linnaeus,1758,"Chamaeleo chamaeleon chamaeleon (LINNAEUS 1758)
Chamaeleo chamaeleon musae STEINDACHNER 1901
Chamaeleo chamaeleon orientalis PARKER 1938
Chamaeleo chamaeleon recticrista BOETTGER 1880",Saharo-Sindian,Arboreal,Forest/Shrubland,-385,2600,18.47,5962.5,35.927689000000001,No,No,Omnivorous,"Omnivorous,Arthropods, fruitsAnd lizards (e.g., CortiAnd Cascio 2002, occasionally chicks, Dimaki etAl. 2001, Measey etAl. 2014 p108, Schleich 1987)",Diurnal,NA,NA,AMB,NA,non-fanged,6,95.499258600000005,NA,170,114.3,NA,27.2,NA,oviparous,GSD (XX/XY),23.65,3,50,1,NA,NA,28.5,NA,NA,Yes,Least Concern,Stable
Chamaeleo dilepis,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Leach,1819,"Chamaeleo dilepis dilepis LEACH 1819 
Chamaeleo dilepis idjwiensis LOVERIDGE 1942 
Chamaeleo dilepis isabellinus GÜNTHER 1893 
Chamaeleo dilepis martensi MERTENS 1964 
Chamaeleo dilepis petersii GRAY 1865
Chamaeleo dilepis quilensis BOCAGE 1866
Chamaeleo dilepis roperi BOULENGER 1890
Chamaeleo dilepis ruspolii BOETTGER 1893",Afrotropic,Arboreal/Terrestrial,Forest/Grassland/Savanna/Shrubland,0,1830,22.37,1868,21.396077999999999,No,No,Carnivorous,"Arthropods, very few mollusksAnd lizards (e.g., Reaney etAl. 2012)",Diurnal,NA,NA,AMB,NA,non-fanged,4,138.03842650000001,NA,195,150.6,NA,31.5,NA,oviparous,NA,39.6,2,77,1,NA,NA,31.6,NA,NA,Yes,Least Concern,Stable
Chamaeleo gracilis,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Hallowell,1844,"Chamaeleo gracilis gracilis HALLOWELL 1844
Chamaeleo gracilis etiennei SCHMIDT 1919",Afrotropic,Arboreal,Forest/Grassland/Savanna,0,1900,NA,NA,19.527061,No,No,Carnivorous,"Arthropods (e.g., Kenya ReptileAtlas (http://kenyareptileatlas.com/)",Diurnal,NA,NA,NA,NA,non-fanged,10,128.82495520000001,NA,190,130,NA,NA,NA,oviparous,NA,35,10,60,1.5,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Chamaeleo laevigatus,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Gray,1863,No,Afrotropic,Arboreal,Savanna/Wetlands,300,1550,24.29,1557.7,26.048562,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,NA,NA,non-fanged,NA,67.608297539999995,NA,150,106.6,NA,27,NA,oviparous,NA,37.5,15,60,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Stable
Chamaeleo monachus,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Gray,1865,No,Afrotropic,Arboreal/Saxicolous/Terrestrial,Shrubland/Wetlands,0,1000,25.86,1195,53.106099,Yes,No,NA,NA,Diurnal,NA,NA,NA,NA,non-fanged,NA,102.32929919999999,NA,174,144,NA,30,NA,oviparous,NA,42,32,52,NA,NA,NA,NA,NA,NA,Yes,Near Threatened,Unknown
Chamaeleo namaquensis,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Smith,1831,No,Afrotropic,Terrestrial,Desert/Shrubland,0,1000,18.350000000000001,3857.8,48.537936999999999,No,No,Omnivorous,"insectsAndAlso plantsAnd snakes (Necas 1999)And lizards (AlexanderAnd Marais 2007, Dimaki etAl. 2001, Measey etAl. 2014), intertidalArthropods (Measey etAl. 2014)",Diurnal,NA,NA,ACT,NA,non-fanged,1.4,81.283051619999995,NA,160,120,NA,27.8,NA,oviparous,NA,13.2,6,30,2.5,NA,NA,31.450000000000003,NA,NA,Yes,Least Concern,Unknown
Chamaeleo necasi,Squamata,Sauria,Chamaeleonidae,Chamaeleo,"Ullenbruch, Krause & Böhme",2007,No,Afrotropic,NA,Forest,16,1881,NA,NA,16.437946,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,NA,38.018939629999998,NA,120.5,NA,NA,NA,NA,oviparous,NA,33.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Data Deficient,Unknown
Chamaeleo senegalensis,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Daudin,1802,No,Afrotropic,Arboreal,Forest/Savanna,350,1550,26.12,1967.1,18.471136999999999,No,No,Carnivorous,Insects,Diurnal,NA,NA,NA,NA,non-fanged,5,70.794578439999995,NA,152,121.5,NA,25,NA,oviparous,NA,52.2,7,60,1.5,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Chamaeleo zeylanicus,Squamata,Sauria,Chamaeleonidae,Chamaeleo,Laurenti,1768,No,Oriental,Arboreal,Forest/Shrubland/Wetlands,0,1200,25.94,3566.2,28.480148,No,No,Carnivorous,"Insects (e.g., Srinivasulu etAl. 2014, de SilvaAnd Ukuwela 2017, DasAnd Das 2017)",Diurnal,NA,NA,NA,NA,non-fanged,NA,229.0867653,NA,235,163.5,NA,28.8,NA,oviparous,NA,29.875,10,65,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Chamaelycus christyi,Squamata,Serpentes,Lamprophiidae,Chamaelycus,Boulenger,1919,No,Afrotropic,Terrestrial,Forest,NA,NA,NA,NA,0.13,No,NA,NA,NA,NA,NA,NA,NA,slit (or vertical elliptical),rear-fanged,NA,8.8222658769999995,366,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Chamaelycus fasciatus,Squamata,Serpentes,Lamprophiidae,Chamaelycus,Günther,1858,No,Afrotropic,Terrestrial,Forest,NA,NA,NA,NA,0.39,No,NA,NA,NA,NA,NA,NA,NA,slit (or vertical elliptical),non-fanged,NA,7.1664161699999998,340,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Least Concern,Unknown
Chamaelycus parkeri,Squamata,Serpentes,Lamprophiidae,Chamaelycus,Angel,1934,No,Afrotropic,Terrestrial,Forest,NA,NA,NA,NA,0.28999999999999998,No,NA,NA,NA,NA,NA,NA,NA,slit (or vertical elliptical),non-fanged,NA,50.641626170000002,680,NA,NA,NA,NA,NA,oviparous,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,No,Least Concern,Stable
Chamaesaura aenea,Squamata,Sauria,Cordylidae,Chamaesaura,Fitzinger,1843,No,Afrotropic,Terrestrial,Grassland,1400,2230,NA,NA,20.395529,No,No,Carnivorous,"carnivorous (Aaron Bauer, pers. comm. December 2013)",Diurnal,NA,NA,NA,NA,non-fanged,1.8,11.748975550000001,NA,137,NA,NA,NA,NA,viviparous,NA,11.5,11,12,NA,No,No,NA,NA,NA,Yes,Near Threatened,Decreasing
Chamaesaura anguina,Squamata,Sauria,Cordylidae,Chamaesaura,Linnaeus,1758,"Chamaesaura anguina anguina (LINNAEUS 1758)
Chamaesaura anguina oligopholis LAURENT 1964",Afrotropic,Terrestrial,Grassland/Shrubland,1083,2467,NA,NA,20.605612000000001,No,No,Carnivorous,"Arthropods (insects, Branch 2016)",Diurnal,NA,NA,NA,NA,non-fanged,NA,15.488166189999999,NA,152.5,125,NA,NA,NA,viviparous,NA,6.41,2,17,NA,No,No,NA,NA,NA,Yes,NA,NA
Chamaesaura macrolepis,Squamata,Sauria,Cordylidae,Chamaesaura,Cope,1862,No,Afrotropic,Terrestrial,Grassland/Savanna,0,900,NA,NA,23.969785999999999,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,ACT,NA,non-fanged,1.3,19.054607180000001,NA,166,134.5,NA,NA,NA,viviparous,NA,7,6,8,NA,No,No,NA,NA,NA,No,Near Threatened,Decreasing
Chamaesaura miopropus,Squamata,Sauria,Cordylidae,Chamaesaura,Boulenger,1895,No,Afrotropic,Terrestrial,Grassland/Savanna,1500,2500,NA,NA,14.032802,No,No,Carnivorous,insects (Haagner etAl. 2000),Diurnal,NA,NA,NA,NA,non-fanged,NA,8.5113803820000005,NA,120,111.5,NA,NA,NA,oviparous,NA,4.5,1,8,NA,NA,NA,NA,NA,NA,No,NA,NA
Chamaesaura tenuior,Squamata,Sauria,Cordylidae,Chamaesaura,Günther,1895,No,Afrotropic,Fossorial/Terrestrial,Grassland,900,3000,6.12,765.50930000000005,16.066206999999999,No,No,Carnivorous,"insects (Loveridge 1944),Arthropods (Kenya ReptileAtlas (http://kenyareptileatlas.com/)",Diurnal,NA,NA,NA,NA,non-fanged,NA,14.79108388,NA,150,127.5,NA,NA,NA,viviparous,NA,6,2,10,NA,No,No,NA,NA,NA,No,NA,NA
Chapinophis xanthocheilus,Squamata,Serpentes,Colubridae,Chapinophis,Campbell & Smith,1998,No,Neotropic,Terrestrial,Forest,1830,2300,NA,NA,0.47,No,NA,NA,NA,NA,NA,NA,NA,round (or oval),rear-fanged,NA,30.703879860000001,590,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Endangered,Unknown
Charina bottae,Squamata,Serpentes,Boidae,Charina,Blainville,1835,No,Nearctic,Fossorial/Terrestrial,Forest/Grassland/Shrubland,0,3060,7.6289800000000003,765.50930000000005,0.37,No,No,NA,NA,Nocturnal,NA,NA,NA,slit (or vertical elliptical),non-fanged,50,292.24133360000002,840,NA,NA,NA,NA,NA,viviparous,NA,5.5,NA,NA,0.41499999999999998,No,No,14.8,12.2,18.2,Yes,Least Concern,Stable
Charina umbratica,Squamata,Serpentes,Boidae,Charina,Klauber,1943,No,Nearctic,Fossorial/Terrestrial,Forest/Grassland/Rocky/Shrubland,NA,NA,26.96,2669.9,NA,No,No,NA,NA,NA,NA,NA,NA,NA,non-fanged,11.4,292.24133356357453,840,NA,NA,NA,NA,NA,oviparous,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Vulnerable,Decreasing
Chatogekko amazonicus,Squamata,Sauria,Sphaerodactylidae,Chatogekko,Andersson,1918,No,Neotropic,Terrestrial,Forest,0,1500,NA,NA,13.048909999999999,No,No,Carnivorous,Arthropods,Diurnal,NA,NA,AMB,NA,non-fanged,NA,0.616595,NA,29,22.2,NA,12.3,NA,oviparous,NA,1,1,1,NA,NA,NA,27.5,NA,NA,Yes,NA,NA
Chelodina burrungandjii,Testudines,Testudines,Chelidae,Chelodina,"Thomson, Kennett & Georges",2000,No,Australo-Pacific,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,NA,3424,NA,316,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,Yes,Least Concern,NA
Chelodina canni,Testudines,Testudines,Chelidae,Chelodina,Mccord & Thomson,2002,No,Australo-Pacific,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,No,NA,NA,NA,Brown,Uniform,NA,round (or oval),non-fanged,37,2130,NA,NA,NA,NA,NA,7.95,oviparous,NA,11.95,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Chelodina expansa,Testudines,Testudines,Chelidae,Chelodina,Gray,1857,No,Australo-Pacific,Aquatic,Wetlands,NA,NA,NA,NA,NA,No,No,Carnivorous,"Amphibians, invertebrates, fish",NA,Brown,Uniform,ACT,round (or oval),non-fanged,NA,9450,NA,500,NA,NA,NA,18.34,oviparous,GSD (XX/XY),28,5,28,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Chelodina gunaleni,Testudines,Testudines,Chelidae,Chelodina,Mccord & Joseph-Ouni,2007,No,Australo-Pacific,Aquatic/Terrestrial,Forest,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Brown,Uniform,NA,round (or oval),non-fanged,NA,1736,NA,239,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA
Chelodina ipudinapi,Testudines,Testudines,Chelidae,Chelodina,Joseph-Ouni & Mccord,2022,No,Australo-Pacific,Aquatic/Terrestrial,Forest,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Brown,Uniform,NA,round (or oval),non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
Chelodina kuchlingi,Testudines,Testudines,Chelidae,Chelodina,Cann,1997,No,Australo-Pacific,Aquatic/Terrestrial,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,round (or oval),non-fanged,NA,NA,NA,NA,NA,NA,NA,NA,oviparous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA
